ca9606a1-6868-449b-a457-59608dcd173a,1539720497595,1539720498011,416
9b868331-8ec0-4b8c-90f7-d32362a25b80,1539720525331,1539720525595,264
1378bf43-3a12-4d1a-b089-06a7802aae6b,1539720520458,1539720520752,294
c50418cd-f241-415e-ab5f-4ae7ee1feb22,1539720549173,1539720549442,269
597dd817-fc0a-4f1f-ae8b-c8559620130d,1539720572034,1539720572277,243
5a6e378e-5f0b-4f97-98c2-15c762c0c306,1539720607076,1539720607306,230
e64f64b9-f8a1-4a81-9387-6c6709f4a4c4,1539720567941,1539720568166,225
cbc3945a-739e-47b5-8b4e-390a879ab29a,1539720602425,1539720602737,312
fac0c73e-dfd1-473d-bc52-7be15cba19a2,1539720499574,1539720499823,249
c534fe24-cb7a-4898-8723-8664f7505c0c,1539720494181,1539720494525,344
c0cc844d-c818-478c-8eef-f7015bccfa68,1539720528343,1539720528703,360
5b2525dc-caba-4981-acf2-70813046e723,1539720488079,1539720488346,267
571f10d5-af5a-49ee-ac40-0455e262bef8,1539720540252,1539720540495,243
f386ce0b-5fb2-479c-a850-934b30aacda6,1539720491767,1539720492010,243
003354d7-ce23-400a-886f-eea8eeb25c2b,1539720570003,1539720570235,232
9df79bcb-3502-4316-9207-62a0d1e9d6b0,1539720607570,1539720607804,234
8d68b575-ad5b-4074-897c-0019f7d3760d,1539720493851,1539720494168,317
0e02efe7-5f86-4155-9f4d-adfd210ff523,1539720584357,1539720584598,241
cb3b049e-ebd6-49ca-baa2-8acbe0186532,1539720476771,1539720477061,290
c552f461-420d-415c-b4cf-afc7cb5d0f0d,1539720588499,1539720588770,271
b3b5c4cb-34aa-4612-979a-48b3e6bc7e66,1539720570738,1539720570930,192
7d91f1e2-4297-4ad3-af8f-a2dd27a021d1,1539720480799,1539720481041,242
b0537642-5939-442c-b99e-b621c10026c3,1539720498149,1539720498385,236
735cb066-1cdc-4e13-96e5-c053e183ca22,1539720584466,1539720584710,244
eb2244a9-5b7e-4f41-9358-e98db6a796d1,1539720486818,1539720487109,291
16193154-5800-4e20-8924-72a116c1f82b,1539720540914,1539720541156,242
c60dae1e-24cb-4644-94d6-b41466a4fa66,1539720570060,1539720570300,240
b1afda18-0cf9-4d6a-9f3c-e64f1b4f8f51,1539720583964,1539720584192,228
ffae046f-0605-420e-83c2-1e9312993c5f,1539720591837,1539720592097,260
201a6c32-c4b4-44fc-b275-97353a5807d0,1539720492039,1539720492256,217
14e524e1-af54-457a-925b-5fb0972b217c,1539720603305,1539720603587,282
514e2f13-2ef8-4cb3-87b3-22304cd1c8b0,1539720490943,1539720491246,303
016de70c-0a7f-4479-97bf-aa9c50cf5825,1539720524605,1539720524886,281
3080e631-87c3-45fb-9c17-05e6e7f7d599,1539720582512,1539720582747,235
06dcf6e5-59df-49a6-a275-8bfd1f80e076,1539720611391,1539720611655,264
92bb47f8-5ef9-469e-9d6d-6e73b9c3b403,1539720549062,1539720549288,226
dcc9ca99-c218-42cb-92a5-47ec55364774,1539720549958,1539720550213,255
882e96d6-939c-4f54-886d-45e195c8e8f9,1539720489736,1539720489963,227
5528d0a8-17b3-4f49-b930-85802c9b0f11,1539720561767,1539720562091,324
82ba9615-e800-4d39-b16b-cf2e4df61960,1539720574010,1539720574253,243
83849496-6588-4b70-8b7d-f8944108ffcf,1539720608741,1539720608961,220
131878b3-fc74-4c66-a824-0919f955d5eb,1539720491930,1539720492168,238
d87cfb95-5117-4909-a06b-b300fb57d36e,1539720577255,1539720577490,235
c626ec0a-d455-48cb-9cbf-7e1d32a01c30,1539720499630,1539720499863,233
4303efb7-663e-4939-a1a7-fc6d36dbeb42,1539720517301,1539720517524,223
17b2d98a-6f69-4c59-87a5-1b712930e66e,1539720474031,1539720474280,249
bca9461d-582e-408b-8aed-94762286982b,1539720532072,1539720532357,285
fa340de7-785f-4395-b25f-f8f76d342b5d,1539720593117,1539720593361,244
fde103d5-51a8-441d-a28f-ad5bd35708ad,1539720547056,1539720547334,278
02273893-d256-4279-9d23-606397754783,1539720561328,1539720561576,248
881b36cc-eb39-407f-bf40-ad96333e623f,1539720487861,1539720488090,229
9f77aca7-b35e-4af8-be4b-e9730e2b71b0,1539720579061,1539720579370,309
0c0494fe-fc77-4b28-8231-01354d07775c,1539720507302,1539720507542,240
b662bd67-be3b-44cd-986e-979410515b97,1539720528398,1539720528743,345
2f733555-33dd-4f74-aa25-79f5867e7a73,1539720527570,1539720527865,295
be188873-4a25-49ac-895f-1868682f9f56,1539720494676,1539720494926,250
3c20b605-298b-43fa-9998-54a077d6bfc3,1539720572820,1539720573052,232
4d2ccc21-1f83-4b8a-9023-6d067de8f533,1539720599505,1539720600275,770
82c99ddc-bf1d-42be-b8c2-5294369c48dc,1539720538508,1539720538857,349
a7761b08-3dfb-4d8f-a88b-a26cad529ae4,1539720560505,1539720560743,238
59f254d1-4881-41b2-a815-84a1b70fb898,1539720491108,1539720491338,230
